ticker,trade_num,entry_date,entry_price,entry_vix,exit_date,exit_price,exit_vix,exit_reason,holding_days,gross_return_pct,net_return_pct
A2A.MI,1,2015-04-17,0.6252400875091553,13.89,2015-06-08,0.6700297594070435,15.29,trailing_stop,52,7.163595679912693,6.863595679912693
A2A.MI,2,2015-06-09,0.6609508395195007,14.47,2015-07-07,0.6342037320137024,16.09,stop_loss,28,-4.046762014137539,-4.346762014137539
A2A.MI,3,2015-07-09,0.6829885840415955,19.97,2015-08-21,0.7030028700828552,28.03,vix_exit,43,2.930398327132333,2.6303983271323332
A2A.MI,4,2015-10-05,0.7336499094963074,19.54,2015-12-16,0.7936928868293762,17.86,trailing_stop,72,8.184145674371003,7.884145674371002
A2A.MI,5,2015-12-17,0.794943630695343,18.94,2016-01-08,0.7724275588989258,27.01,vix_exit,22,-2.8324111203611113,-3.1324111203611116
A2A.MI,6,2016-03-14,0.6929958462715149,16.92,2016-06-13,0.7549151182174683,20.97,trailing_stop,91,8.93501343176788,8.635013431767879
A2A.MI,7,2016-06-23,0.7786141037940979,17.25,2016-06-24,0.7034731507301331,25.76,vix_exit,1,-9.650602615315018,-9.950602615315018
A2A.MI,8,2016-07-04,0.7695452570915222,14.77,2016-11-10,0.7313271164894104,14.74,stop_loss,129,-4.966327873497178,-5.266327873497179
A2A.MI,9,2016-12-09,0.7650110125541687,11.75,2017-01-30,0.7980470061302185,11.88,trailing_stop,52,4.318368367763936,4.0183683677639355
A2A.MI,10,2017-01-31,0.7993425130844116,11.99,2017-04-04,0.8673578500747681,11.79,trailing_stop,63,8.508910245234746,8.208910245234746
A2A.MI,11,2017-04-05,0.8757789134979248,12.89,2017-06-29,0.976917803287506,11.44,trailing_stop,85,11.548449983298315,11.248449983298315
A2A.MI,12,2017-06-30,0.9742377400398254,11.18,2017-08-11,0.9313552379608154,15.51,stop_loss,42,-4.401646571118977,-4.701646571118978
A2A.MI,13,2017-09-06,0.9735677242279052,11.63,2017-12-22,1.0399017333984375,9.9,trailing_stop,107,6.813497152767578,6.513497152767577
A2A.MI,14,2017-12-27,1.0425819158554075,10.47,2018-02-05,0.9963489770889282,37.32,vix_exit,40,-4.4344658259822705,-4.73446582598227
A2A.MI,15,2018-03-19,1.001374363899231,19.02,2018-05-10,1.0720635652542114,13.23,trailing_stop,52,7.059218200846007,6.759218200846007
A2A.MI,16,2018-05-11,1.0720635652542114,12.65,2018-05-25,1.0257266759872437,13.22,stop_loss,14,-4.32221472389841,-4.62221472389841
A2A.MI,17,2018-07-04,1.0511349439620972,16.14,2018-10-11,1.0031028985977173,24.98,stop_loss,99,-4.569541298220969,-4.86954129822097
A2A.MI,18,2018-11-15,1.0393009185791016,19.98,2018-12-18,1.1064761877059937,25.58,vix_exit,33,6.463505220290955,6.163505220290954
A2A.MI,19,2019-01-10,1.1040396690368652,19.5,2019-04-09,1.0525271892547607,14.28,stop_loss,89,-4.665817834882924,-4.965817834882924
A2A.MI,20,2019-05-16,1.0765430927276611,15.29,2019-08-09,1.1318351030349731,17.97,trailing_stop,85,5.136070323689257,4.836070323689256
A2A.MI,21,2019-08-13,1.1478737592697144,17.52,2019-11-22,1.2488459348678589,12.34,trailing_stop,101,8.796452988208724,8.496452988208725
A2A.MI,22,2019-11-25,1.2466589212417605,11.87,2019-12-02,1.19052255153656,14.91,stop_loss,7,-4.502945332415753,-4.802945332415753
A2A.MI,23,2020-01-10,1.2550427913665771,12.56,2020-02-24,1.2652493715286257,25.03,vix_exit,45,0.8132455906889824,0.5132455906889823
A2A.MI,24,2021-03-16,1.1631224155426023,19.79,2021-05-12,1.29874849319458,27.59,vix_exit,57,11.660516196715843,11.360516196715842
A2A.MI,25,2021-06-23,1.4312012195587158,16.32,2021-07-19,1.347347855567932,22.5,stop_loss,26,-5.8589500096037135,-6.158950009603714
A2A.MI,26,2021-07-23,1.4352716207504272,17.2,2021-09-02,1.5065059661865234,16.41,trailing_stop,41,4.9631264498110506,4.663126449811051
A2A.MI,27,2021-09-03,1.4975507259368896,16.41,2021-09-15,1.4279446601867676,18.18,stop_loss,12,-4.64799385720811,-4.947993857208111
A2A.MI,28,2021-10-07,1.5040637254714966,19.54,2021-11-26,1.3921239376068115,28.62,vix_exit,50,-7.442489700999467,-7.742489700999466
A2A.MI,29,2022-04-04,1.287511110305786,18.57,2022-04-22,1.3212965726852417,28.21,vix_exit,18,2.6240909386352262,2.3240909386352264
