ticker,trade_num,entry_date,entry_price,entry_vix,exit_date,exit_price,exit_vix,exit_reason,holding_days,gross_return_pct,net_return_pct
STLAM.MI,12,2016-08-04,2.886650323867798,12.42,2016-09-26,2.740960121154785,14.5,stop_loss,53,-5.0470332865881655,-5.347033286588165
STLAM.MI,13,2016-11-09,3.0940747261047363,14.38,2017-01-12,4.336150646209717,11.54,trailing_stop,64,40.143694967208596,39.8436949672086
STLAM.MI,14,2017-01-13,4.536165714263916,11.23,2017-01-16,4.346027374267578,11.23,stop_loss,3,-4.191609213006709,-4.491609213006709
STLAM.MI,15,2017-01-17,4.390475273132324,11.87,2017-02-07,4.780629634857178,11.29,trailing_stop,21,8.886381028323243,8.586381028323242
STLAM.MI,16,2017-02-08,4.899158477783203,11.45,2017-04-12,4.694202899932861,15.77,stop_loss,63,-4.183485363451256,-4.483485363451257
STLAM.MI,17,2017-04-27,5.101643562316895,10.36,2017-05-17,4.768283367156982,15.59,stop_loss,20,-6.534368602743356,-6.834368602743357
STLAM.MI,18,2017-05-22,4.723835468292236,10.93,2017-10-19,6.937952041625977,10.05,trailing_stop,150,46.87116196564291,46.571161965642915
STLAM.MI,19,2017-10-20,7.056972980499268,9.97,2017-11-09,7.280137538909912,10.5,trailing_stop,20,3.162326949916361,2.862326949916361
STLAM.MI,20,2017-11-10,7.339647769927978,11.29,2017-12-01,7.007380485534668,11.43,stop_loss,21,-4.527019481161975,-4.827019481161976
STLAM.MI,21,2017-12-08,7.384282112121582,9.58,2018-02-02,9.31937026977539,17.31,trailing_stop,56,26.205501472882343,25.905501472882342
STLAM.MI,22,2018-02-13,8.575488090515137,24.97,2018-03-02,7.989305973052978,19.59,stop_loss,17,-6.835553979842879,-7.135553979842879
STLAM.MI,23,2018-03-09,8.515975952148438,14.64,2018-03-28,8.157920837402344,22.87,stop_loss,19,-4.20451063692544,-4.50451063692544
STLAM.MI,24,2018-04-17,9.709166526794434,15.25,2018-04-30,9.209275245666504,15.93,stop_loss,13,-5.148652870958359,-5.448652870958359
STLAM.MI,25,2018-05-02,9.43739891052246,15.97,2018-06-04,8.852212905883789,12.74,stop_loss,33,-6.200712825503252,-6.500712825503252
STLAM.MI,26,2018-06-05,8.876014709472656,12.4,2018-06-21,8.385052680969238,14.64,stop_loss,16,-5.531334101772655,-5.831334101772656
STLAM.MI,27,2018-09-18,7.483467102050781,12.79,2018-10-10,7.010356426239014,22.96,stop_loss,22,-6.322078648306151,-6.622078648306151
STLAM.MI,28,2018-12-03,7.496360778808594,16.44,2018-12-06,6.86554765701294,21.19,stop_loss,3,-8.414924793626454,-8.714924793626455
STLAM.MI,29,2019-01-18,7.314852237701416,17.8,2019-02-07,6.635440349578857,16.37,stop_loss,20,-9.28811500279948,-9.58811500279948
STLAM.MI,30,2019-02-08,6.443022727966309,15.72,2019-05-09,6.806737422943115,19.1,trailing_stop,90,5.645094086011548,5.345094086011548
STLAM.MI,31,2019-05-10,6.738065242767334,16.04,2019-08-16,6.407199382781982,18.47,stop_loss,98,-4.9103985797778416,-5.210398579777841
